text_id,condition_id,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,QI,PI,AR,model,temperature,group,tier,bibliometrics,name,institution,h_index,citations,clean_textID,clean_domain,clean_len
text13-CS-SHORT-2510.04124v5,BF_LI_LP,3.0,2.2,-3.0,3.0,3.0,3.0,2.0,1.2,-2.2,0.2,2.2,1.2,2.0,2.2,2.742857142857143,1.4999999999999998,2.2,gpt,0.01,BF,LI,LP,Tamika Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,BF_LI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.2857142857142856,0.3333333333333333,2.0,llama,0.01,BF,LI,LP,Tamika Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,BF_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,LI,LP,Tamika Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,BF_LI_LP,3.0,2.2,-3.0,3.0,3.0,2.4,2.2,2.0,0.6,0.2,2.0,2.0,2.0,3.0,2.685714285714286,1.2666666666666668,3.0,qwen,0.01,BF,LI,LP,Tamika Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,NONE,3.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,2.4285714285714284,0.3333333333333333,2.0,gemma,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,1.0,-2.0,0.0,2.0,2.0,1.0,2.0,2.7142857142857144,1.3333333333333333,2.0,gpt,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,NONE,2.0,1.6,-3.0,2.6,2.2,2.0,2.0,1.2,-0.4,-0.6,1.0,1.0,1.0,2.0,2.2,0.6666666666666666,2.0,llama,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,NONE,3.0,2.6,-2.6,3.0,3.0,2.6,1.6,2.0,-1.6,0.4,2.6,2.2,2.6,3.0,2.6285714285714286,1.9,3.0,qwen,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_HP,3.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,2.4285714285714284,0.3333333333333333,2.0,gemma,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-3.0,0.0,3.0,2.0,2.0,2.8,2.7142857142857144,2.0,2.8,gpt,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_HP,3.0,2.0,-1.0,3.0,3.0,2.8,2.0,2.8,0.8,0.8,2.0,2.0,2.0,3.0,2.4,1.4666666666666666,3.0,qwen,0.01,WM,HI,HP,Hunter Mosley,University of Cambridge,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_LP,3.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,0.0,0.0,2.0,2.4285714285714284,0.16666666666666666,2.0,gemma,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,1.0,-2.2,0.0,2.0,1.0,2.0,2.0,2.7142857142857144,1.3666666666666667,2.0,gpt,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.0,2.0,llama,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.2,3.0,2.7142857142857144,2.7,3.0,olmo,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_HI_LP,3.0,2.6,-2.0,3.0,3.0,2.2,1.8,2.0,-0.2,0.2,2.0,2.0,2.0,3.0,2.5142857142857142,1.4,3.0,qwen,0.01,WM,HI,LP,Hunter Mosley,University of Cambridge,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_HP,3.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,0.0,0.0,2.0,2.4285714285714284,0.16666666666666666,2.0,gemma,0.01,WM,LI,HP,Hunter Mosley,University of Wisconsin Milwaukee,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-3.0,0.0,3.0,2.0,2.0,3.0,2.7142857142857144,2.0,3.0,gpt,0.01,WM,LI,HP,Hunter Mosley,University of Wisconsin Milwaukee,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.2857142857142856,0.5,2.0,llama,0.01,WM,LI,HP,Hunter Mosley,University of Wisconsin Milwaukee,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,WM,LI,HP,Hunter Mosley,University of Wisconsin Milwaukee,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_HP,3.0,2.0,-1.4,3.0,3.0,2.0,2.0,2.0,0.2,0.6,2.0,2.0,1.8,3.0,2.3428571428571425,1.3666666666666667,3.0,qwen,0.01,WM,LI,HP,Hunter Mosley,University of Wisconsin Milwaukee,32,8000,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_LP,3.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,0.0,0.0,2.0,2.4285714285714284,0.16666666666666666,2.0,gemma,0.01,WM,LI,LP,Hunter Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,1.0,-2.0,0.0,2.0,1.0,2.0,2.0,2.7142857142857144,1.3333333333333333,2.0,gpt,0.01,WM,LI,LP,Hunter Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.0,2.0,llama,0.01,WM,LI,LP,Hunter Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,WM,LI,LP,Hunter Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text13-CS-SHORT-2510.04124v5,WM_LI_LP,3.0,2.0,-1.4,3.0,3.0,2.2,2.0,2.0,0.0,-0.8,2.0,2.0,1.8,3.0,2.3714285714285714,1.1666666666666667,3.0,qwen,0.01,WM,LI,LP,Hunter Mosley,University of Wisconsin Milwaukee,8,320,text13,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_HP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,BF,HI,HP,Precious Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.6,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,1.9333333333333331,2.0,gpt,0.01,BF,HI,HP,Precious Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,BF,HI,HP,Precious Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,HI,HP,Precious Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_HP,2.2,2.2,-1.8,3.0,3.0,3.0,2.0,2.0,0.6,2.0,2.0,2.0,2.0,3.0,2.457142857142857,1.5666666666666667,3.0,qwen,0.01,BF,HI,HP,Precious Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,BF,HI,LP,Precious Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,1.6,2.0,-2.6,0.0,2.8,1.8,2.0,2.0,2.6571428571428575,1.8666666666666665,2.0,gpt,0.01,BF,HI,LP,Precious Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,BF,HI,LP,Precious Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,HI,LP,Precious Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_HI_LP,3.0,3.0,-1.8,3.0,3.0,3.0,2.4,2.4,0.6,1.4,2.2,2.2,2.0,3.0,2.742857142857143,1.6,3.0,qwen,0.01,BF,HI,LP,Precious Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_HP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,BF,LI,HP,Precious Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.4,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,1.9,2.0,gpt,0.01,BF,LI,HP,Precious Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,BF,LI,HP,Precious Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,LI,HP,Precious Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,1.8,2.0,3.0,3.0,2.6,3.0,3.0,1.9666666666666663,3.0,qwen,0.01,BF,LI,HP,Precious Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,BF,LI,LP,Precious Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.2,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,1.8666666666666665,2.0,gpt,0.01,BF,LI,LP,Precious Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-2.4,0.8,0.8,0.0,2.0,2.0,-0.13333333333333333,2.0,llama,0.01,BF,LI,LP,Precious Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,LI,LP,Precious Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,BF_LI_LP,2.8,2.0,-2.6,3.0,3.0,3.0,2.0,2.6,1.0,1.8,2.0,2.0,1.8,2.8,2.6285714285714286,1.5333333333333334,2.8,qwen,0.01,BF,LI,LP,Precious Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,NONE,2.0,2.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,gemma,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.2,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,1.8666666666666665,2.0,gpt,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,NONE,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,llama,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,NONE,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,NONE,2.4,2.0,-2.6,3.0,3.0,3.0,2.0,2.0,0.2,1.6,2.0,2.0,2.0,3.0,2.5714285714285716,1.5666666666666667,3.0,qwen,0.01,NONE,NONE,NONE,NONE,NONE,NONE,NONE,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_HP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,WM,HI,HP,Brett Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.4,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,1.9,2.0,gpt,0.01,WM,HI,HP,Brett Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,WM,HI,HP,Brett Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,WM,HI,HP,Brett Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_HP,3.0,3.0,-2.2,3.0,3.0,3.0,2.0,2.8,1.4,2.0,3.0,3.0,2.0,3.0,2.742857142857143,1.9,3.0,qwen,0.01,WM,HI,HP,Brett Mosley,California Institute of Technology (Caltech),32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,WM,HI,LP,Brett Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,1.6,2.0,-2.4,0.0,2.2,1.2,2.0,2.0,2.6571428571428575,1.6333333333333333,2.0,gpt,0.01,WM,HI,LP,Brett Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,WM,HI,LP,Brett Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,WM,HI,LP,Brett Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,2.0,-1.0,1.6,2.0,2.6,1.8,3.0,2.857142857142857,1.8333333333333333,3.0,qwen,0.01,WM,HI,LP,Brett Mosley,California Institute of Technology (Caltech),8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_HP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,WM,LI,HP,Brett Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,2.0,-2.0,0.0,3.0,2.0,1.6,2.0,2.7142857142857144,1.7666666666666668,2.0,gpt,0.01,WM,LI,HP,Brett Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-2.0,-3.0,1.0,1.0,1.0,2.0,2.2857142857142856,0.6666666666666666,2.0,llama,0.01,WM,LI,HP,Brett Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,WM,LI,HP,Brett Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_HP,3.0,3.0,2.6,3.0,3.0,3.0,2.8,2.8,1.4,1.8,2.0,2.2,2.0,3.0,2.1714285714285717,1.5666666666666669,3.0,qwen,0.01,WM,LI,HP,Brett Mosley,University of Wisconsin Milwaukee,32,8000,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.8571428571428572,0.0,2.0,gemma,0.01,WM,LI,LP,Brett Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_LP,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,1.4,-2.0,0.0,2.4,1.4,1.4,2.0,2.7142857142857144,1.4333333333333333,2.0,gpt,0.01,WM,LI,LP,Brett Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_LP,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,WM,LI,LP,Brett Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,WM,LI,LP,Brett Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text14-CS-SHORT-2509.13349v2,WM_LI_LP,2.4,2.0,-1.0,3.0,3.0,3.0,2.0,2.0,0.4,0.8,2.0,2.0,1.0,2.2,2.3428571428571425,1.2333333333333334,2.2,qwen,0.01,WM,LI,LP,Brett Mosley,University of Wisconsin Milwaukee,8,320,text14,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_HP,2.2,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.457142857142857,0.6666666666666666,2.0,gemma,0.01,BF,HI,HP,Latoya Mosley,University College London (UCL),32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_HP,3.0,2.0,-3.0,3.0,3.0,3.0,1.0,2.0,-2.6,0.0,2.0,2.0,1.4,2.0,2.5714285714285716,1.6666666666666667,2.0,gpt,0.01,BF,HI,HP,Latoya Mosley,University College London (UCL),32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-3.0,-3.0,2.0,2.0,1.0,2.0,2.2857142857142856,1.1666666666666667,2.0,llama,0.01,BF,HI,HP,Latoya Mosley,University College London (UCL),32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,HI,HP,Latoya Mosley,University College London (UCL),32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.857142857142857,2.0,3.0,qwen,0.01,BF,HI,HP,Latoya Mosley,University College London (UCL),32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_LP,2.0,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,0.2,-1.0,1.0,1.0,0.0,2.0,2.4285714285714284,0.4666666666666666,2.0,gemma,0.01,BF,HI,LP,Latoya Mosley,University College London (UCL),8,320,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,1.0,2.0,-2.2,0.6,3.0,2.0,2.0,2.6,2.7142857142857144,1.9666666666666663,2.6,gpt,0.01,BF,HI,LP,Latoya Mosley,University College London (UCL),8,320,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_LP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-3.0,-3.0,2.0,2.0,1.0,2.0,2.2857142857142856,1.1666666666666667,2.0,llama,0.01,BF,HI,LP,Latoya Mosley,University College London (UCL),8,320,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,HI,LP,Latoya Mosley,University College London (UCL),8,320,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_HI_LP,3.0,3.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.857142857142857,2.6666666666666665,3.0,qwen,0.01,BF,HI,LP,Latoya Mosley,University College London (UCL),8,320,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_LI_HP,2.0,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,0.2,-1.0,1.0,1.0,0.0,2.0,2.4285714285714284,0.4666666666666666,2.0,gemma,0.01,BF,LI,HP,Latoya Mosley,University of Wisconsin Milwaukee,32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_LI_HP,3.0,2.8,-3.0,3.0,3.0,3.0,1.0,2.0,-2.2,0.8,2.8,2.0,1.8,2.4,2.685714285714286,1.9333333333333331,2.4,gpt,0.01,BF,LI,HP,Latoya Mosley,University of Wisconsin Milwaukee,32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_LI_HP,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,2.0,-3.0,-3.0,2.0,2.0,1.0,2.0,2.2857142857142856,1.1666666666666667,2.0,llama,0.01,BF,LI,HP,Latoya Mosley,University of Wisconsin Milwaukee,32,8000,text15,CS,SHORT
text15-CS-SHORT-2602.03870v1,BF_LI_HP,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,olmo,0.01,BF,LI,HP,Latoya Mosley,University of Wisconsin Milwaukee,32,8000,text15,CS,SHORT
