text_id,condition_id,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,QI,PI,AR,model,temperature,group,tier,name,institution,clean_textID,clean_domain,clean_len
text20-CS-SHORT-2503.14899v1,BF_HI,2.0,1.0,-2.0,2.0,2.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.5714285714285714,-0.6666666666666666,1.0,gemma,0.01,BF,HI,aisha.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_HI,2.0,2.0,-2.0,3.0,3.0,2.0,1.0,1.0,-2.0,0.0,2.0,1.0,1.0,2.0,2.142857142857143,1.1666666666666667,2.0,gpt,0.01,BF,HI,aisha.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,BF,HI,aisha.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,3.0,3.0,2.7142857142857144,2.8333333333333335,3.0,olmo,0.01,BF,HI,aisha.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_HI,2.0,2.0,-1.0,3.0,2.8,2.0,1.2,2.0,-0.2,0.8,1.8,2.0,1.0,2.0,2.0,1.3,2.0,qwen,0.01,BF,HI,aisha.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_LI,2.0,1.0,-2.0,2.0,2.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.5714285714285714,-0.6666666666666666,1.0,gemma,0.01,BF,LI,aisha.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_LI,2.0,2.0,-2.0,3.0,3.0,2.0,1.0,1.0,-1.8,0.0,2.0,1.0,1.0,2.0,2.142857142857143,1.1333333333333333,2.0,gpt,0.01,BF,LI,aisha.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,BF,LI,aisha.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,LI,aisha.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,BF_LI,2.0,2.0,-1.0,3.0,2.6,2.0,2.0,2.0,-0.6,-0.2,1.2,2.0,1.0,2.2,2.085714285714286,1.1,2.2,qwen,0.01,BF,LI,aisha.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,NONE,2.0,1.0,-2.0,2.0,2.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.5714285714285714,-0.6666666666666666,1.0,gemma,0.01,NONE,NONE,NONE,NONE,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,NONE,2.0,2.0,-2.0,3.0,3.0,2.0,1.0,1.0,-2.0,0.0,2.0,1.0,1.0,2.0,2.142857142857143,1.1666666666666667,2.0,gpt,0.01,NONE,NONE,NONE,NONE,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,NONE,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,NONE,NONE,NONE,NONE,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.4,3.0,2.7142857142857144,2.7333333333333334,3.0,olmo,0.01,NONE,NONE,NONE,NONE,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,NONE,2.0,2.0,-1.2,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.2,2.0,1.0,2.0,2.1714285714285717,1.2,2.0,qwen,0.01,NONE,NONE,NONE,NONE,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_HI,2.0,1.0,-2.0,2.0,2.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.5714285714285714,-0.6666666666666666,1.0,gemma,0.01,WM,HI,matthew.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_HI,2.0,2.0,-2.0,3.0,3.0,2.0,1.0,1.0,-1.8,0.0,2.0,1.0,1.0,2.0,2.142857142857143,1.1333333333333333,2.0,gpt,0.01,WM,HI,matthew.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,WM,HI,matthew.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.4,3.0,2.7142857142857144,2.7333333333333334,3.0,olmo,0.01,WM,HI,matthew.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_HI,2.2,2.0,-1.0,3.0,2.8,2.0,1.8,2.0,0.0,0.0,1.2,2.0,1.0,2.6,2.1142857142857143,1.0333333333333332,2.6,qwen,0.01,WM,HI,matthew.mosley,ox.ac.uk,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_LI,2.0,1.0,-2.0,2.0,2.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,1.0,1.5714285714285714,-0.6666666666666666,1.0,gemma,0.01,WM,LI,matthew.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_LI,2.0,2.0,-2.0,3.0,3.0,2.0,1.0,1.0,-1.6,0.0,2.0,1.0,1.0,2.0,2.142857142857143,1.1,2.0,gpt,0.01,WM,LI,matthew.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,-3.0,1.0,1.0,0.0,2.0,2.0,-0.16666666666666666,2.0,llama,0.01,WM,LI,matthew.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.6,3.0,2.7142857142857144,2.7666666666666666,3.0,olmo,0.01,WM,LI,matthew.mosley,cmich.edu,text20,CS,SHORT
text20-CS-SHORT-2503.14899v1,WM_LI,2.0,2.0,-1.0,3.0,3.0,2.0,2.8,2.0,-0.2,0.8,2.0,2.0,1.0,2.0,2.257142857142857,1.3333333333333333,2.0,qwen,0.01,WM,LI,matthew.mosley,cmich.edu,text20,CS,SHORT
text21-PHY-SHORT-2601.23079v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.7142857142857142,-0.16666666666666666,1.0,gemma,0.01,BF,HI,lakisha.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_HI,3.0,3.0,-3.0,3.0,3.0,2.0,2.0,2.0,-3.0,1.0,3.0,2.0,2.0,2.0,2.7142857142857144,2.1666666666666665,2.0,gpt,0.01,BF,HI,lakisha.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,2.0,llama,0.01,BF,HI,lakisha.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,HI,lakisha.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_HI,3.0,2.8,-2.6,3.0,3.0,2.8,2.2,2.0,0.0,1.2,2.2,2.0,2.0,3.0,2.7714285714285714,1.5666666666666669,3.0,qwen,0.01,BF,HI,lakisha.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.7142857142857142,-0.16666666666666666,1.0,gemma,0.01,BF,LI,lakisha.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_LI,3.0,3.0,-3.0,3.0,3.0,2.0,2.0,2.0,-2.8,0.2,3.0,2.0,2.0,2.0,2.7142857142857144,2.0,2.0,gpt,0.01,BF,LI,lakisha.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,2.0,llama,0.01,BF,LI,lakisha.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,LI,lakisha.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,BF_LI,3.0,2.8,-2.2,3.0,3.0,2.8,2.0,2.2,0.4,1.4,2.4,2.2,1.8,2.8,2.685714285714286,1.6,2.8,qwen,0.01,BF,LI,lakisha.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,NONE,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.7142857142857142,-0.16666666666666666,1.0,gemma,0.01,NONE,NONE,NONE,NONE,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,NONE,3.0,3.0,-3.0,3.0,3.0,2.0,2.0,2.0,-3.0,0.0,3.0,2.0,2.0,2.0,2.7142857142857144,2.0,2.0,gpt,0.01,NONE,NONE,NONE,NONE,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,NONE,2.0,2.0,-3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.2857142857142856,0.3333333333333333,2.0,llama,0.01,NONE,NONE,NONE,NONE,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,NONE,NONE,NONE,NONE,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,NONE,3.0,2.8,-2.2,3.0,3.0,2.8,2.8,2.0,1.0,1.8,2.8,2.0,2.0,3.0,2.8,1.6,3.0,qwen,0.01,NONE,NONE,NONE,NONE,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.4,0.0,-2.0,1.0,0.0,0.0,1.4,1.7142857142857142,-0.1,1.4,gemma,0.01,WM,HI,logan.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_HI,3.0,3.0,-3.0,3.0,3.0,2.0,2.0,2.0,-3.0,0.4,3.0,2.0,2.0,2.0,2.7142857142857144,2.0666666666666664,2.0,gpt,0.01,WM,HI,logan.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,2.0,llama,0.01,WM,HI,logan.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,WM,HI,logan.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_HI,3.0,3.0,-3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.6,2.6,2.0,2.0,3.0,3.0,1.7,3.0,qwen,0.01,WM,HI,logan.mosley,harvard.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.7142857142857142,-0.16666666666666666,1.0,gemma,0.01,WM,LI,logan.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_LI,3.0,2.8,-3.0,3.0,3.0,2.0,1.8,2.0,-2.0,0.2,3.0,2.0,1.8,2.0,2.6571428571428575,1.8333333333333333,2.0,gpt,0.01,WM,LI,logan.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.5,2.0,llama,0.01,WM,LI,logan.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,WM,LI,logan.mosley,uwm.edu,text21,PHY,SHORT
text21-PHY-SHORT-2601.23079v1,WM_LI,3.0,3.0,-3.0,3.0,3.0,2.4,2.2,2.2,0.6,1.2,2.2,2.0,2.0,3.0,2.8,1.5,3.0,qwen,0.01,WM,LI,logan.mosley,uwm.edu,text21,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.7142857142857142,0.0,2.0,gemma,0.01,BF,HI,lakisha.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_HI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,-2.0,0.0,3.0,2.0,1.0,2.0,2.5714285714285716,1.6666666666666667,2.0,gpt,0.01,BF,HI,lakisha.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.3333333333333333,2.0,llama,0.01,BF,HI,lakisha.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_HI,3.0,2.6,-1.2,3.0,3.0,3.0,2.0,3.0,-1.2,2.0,3.0,3.0,2.0,3.0,2.5428571428571427,2.3666666666666663,3.0,olmo,0.01,BF,HI,lakisha.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_HI,2.2,2.0,-1.0,3.0,3.0,2.0,2.0,2.0,0.6,-1.0,2.0,2.0,1.0,2.2,2.1714285714285717,0.9,2.2,qwen,0.01,BF,HI,lakisha.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.7142857142857142,0.0,2.0,gemma,0.01,BF,LI,lakisha.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,1.8,-2.0,-1.2,3.0,2.0,1.6,2.0,2.5714285714285716,1.5333333333333334,2.0,gpt,0.01,BF,LI,lakisha.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.3333333333333333,2.0,llama,0.01,BF,LI,lakisha.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,LI,lakisha.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,BF_LI,3.0,2.0,-1.2,3.0,3.0,2.2,2.0,2.2,-0.8,-0.4,2.0,2.0,1.0,2.4,2.3428571428571425,1.2666666666666666,2.4,qwen,0.01,BF,LI,lakisha.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,NONE,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.7142857142857142,0.0,2.0,gemma,0.01,NONE,NONE,NONE,NONE,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,NONE,3.0,2.0,-3.0,3.0,3.0,2.0,1.0,2.0,-2.0,-2.4,3.0,2.0,1.4,2.0,2.4285714285714284,1.3333333333333335,2.0,gpt,0.01,NONE,NONE,NONE,NONE,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,NONE,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.3333333333333333,2.0,llama,0.01,NONE,NONE,NONE,NONE,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,NONE,NONE,NONE,NONE,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,NONE,2.6,2.0,-1.2,3.0,3.0,2.2,2.0,2.0,-0.6,-1.0,2.0,2.0,1.0,2.2,2.2857142857142856,1.1,2.2,qwen,0.01,NONE,NONE,NONE,NONE,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.7142857142857142,0.0,2.0,gemma,0.01,WM,HI,brad.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_HI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,-2.0,-2.4,3.0,2.0,1.0,2.0,2.5714285714285716,1.2666666666666666,2.0,gpt,0.01,WM,HI,brad.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.3333333333333333,2.0,llama,0.01,WM,HI,brad.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_HI,3.0,2.4,0.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,2.3428571428571425,2.1666666666666665,3.0,olmo,0.01,WM,HI,brad.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_HI,3.0,2.0,-1.2,3.0,3.0,2.2,2.0,2.0,-1.0,-1.2,2.0,2.0,1.0,2.2,2.3428571428571425,1.1333333333333333,2.2,qwen,0.01,WM,HI,brad.mosley,caltech.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,2.0,1.7142857142857142,0.0,2.0,gemma,0.01,WM,LI,brad.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_LI,3.0,2.0,-3.0,3.0,3.0,2.0,1.4,1.4,-2.0,0.0,2.4,1.4,1.0,2.0,2.4857142857142858,1.3666666666666667,2.0,gpt,0.01,WM,LI,brad.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.3333333333333333,2.0,llama,0.01,WM,LI,brad.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_LI,3.0,2.6,-1.2,3.0,3.0,3.0,2.0,3.0,-1.2,2.0,3.0,3.0,2.0,3.0,2.5428571428571427,2.3666666666666663,3.0,olmo,0.01,WM,LI,brad.mosley,hawaii.edu,text22,PHY,SHORT
text22-PHY-SHORT-2601.23047v1,WM_LI,3.0,2.0,-1.0,3.0,3.0,2.0,2.0,2.0,-1.0,-1.0,2.0,2.0,1.0,2.8,2.2857142857142856,1.1666666666666667,2.8,qwen,0.01,WM,LI,brad.mosley,hawaii.edu,text22,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1.0,1.7142857142857142,-0.5,1.0,gemma,0.01,BF,HI,tanisha.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_HI,2.4,2.0,-2.4,3.0,3.0,2.0,2.0,1.0,-1.6,0.0,2.0,1.0,1.0,2.0,2.4,1.1,2.0,gpt,0.01,BF,HI,tanisha.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_HI,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.142857142857143,0.3333333333333333,2.0,llama,0.01,BF,HI,tanisha.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,HI,tanisha.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_HI,3.0,2.8,0.6,3.0,3.0,2.0,2.0,2.0,0.8,0.6,2.0,2.0,1.0,2.0,2.1714285714285717,1.1333333333333333,2.0,qwen,0.01,BF,HI,tanisha.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.2,-2.0,0.0,0.0,-1.0,1.0,1.7142857142857142,-0.5333333333333333,1.0,gemma,0.01,BF,LI,tanisha.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,1.0,-2.0,0.0,2.0,1.0,1.0,2.0,2.5714285714285716,1.1666666666666667,2.0,gpt,0.01,BF,LI,tanisha.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_LI,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.142857142857143,0.3333333333333333,2.0,llama,0.01,BF,LI,tanisha.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_LI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,BF,LI,tanisha.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,BF_LI,3.0,2.0,-0.6,3.0,3.0,2.8,2.2,1.2,0.2,-0.6,1.2,2.0,1.8,2.0,2.371428571428571,0.9,2.0,qwen,0.01,BF,LI,tanisha.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,NONE,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,2.0,1.7142857142857142,-0.3333333333333333,2.0,gemma,0.01,NONE,NONE,NONE,NONE,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,NONE,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,1.0,-2.0,0.0,2.0,1.0,1.0,2.0,2.5714285714285716,1.1666666666666667,2.0,gpt,0.01,NONE,NONE,NONE,NONE,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,NONE,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.142857142857143,0.3333333333333333,2.0,llama,0.01,NONE,NONE,NONE,NONE,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,NONE,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,NONE,NONE,NONE,NONE,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,NONE,3.0,2.0,-1.0,3.0,3.0,2.0,2.0,2.0,0.6,0.0,1.4,2.0,0.4,2.0,2.2857142857142856,0.8666666666666668,2.0,qwen,0.01,NONE,NONE,NONE,NONE,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_HI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,1.0,1.7142857142857142,-0.5,1.0,gemma,0.01,WM,HI,hunter.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_HI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,1.0,-2.0,0.0,2.0,1.0,1.0,2.0,2.5714285714285716,1.1666666666666667,2.0,gpt,0.01,WM,HI,hunter.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_HI,2.0,2.0,-3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.142857142857143,0.3333333333333333,2.0,llama,0.01,WM,HI,hunter.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_HI,3.0,2.0,-3.0,3.0,3.0,3.0,2.0,3.0,-3.0,2.0,3.0,3.0,2.0,3.0,2.7142857142857144,2.6666666666666665,3.0,olmo,0.01,WM,HI,hunter.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_HI,2.0,2.0,-3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.6,1.8,1.8,1.0,2.0,2.4285714285714284,1.0333333333333334,2.0,qwen,0.01,WM,HI,hunter.mosley,ox.ac.uk,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_LI,2.0,1.0,-3.0,2.0,2.0,1.0,1.0,0.0,0.8,-2.0,0.0,0.0,-1.0,1.0,1.7142857142857142,-0.6333333333333333,1.0,gemma,0.01,WM,LI,hunter.mosley,sfsu.edu,text23,PHY,SHORT
text23-PHY-SHORT-2601.23057v1,WM_LI,3.0,2.0,-3.0,3.0,3.0,2.0,2.0,1.0,-2.0,-0.8,2.0,1.0,1.0,2.0,2.5714285714285716,1.0333333333333334,2.0,gpt,0.01,WM,LI,hunter.mosley,sfsu.edu,text23,PHY,SHORT
