text_id,outcome,effect,value
text36-MATH-SHORT-2503.09380v2,q01,Name_x_Inst,0.0
text37-MATH-SHORT-2510.26426v1,q01,Name_x_Inst,0.0
text38-MATH-SHORT-2512.04101v1,q01,Name_x_Inst,0.0
text39-MATH-SHORT-2506.11609v2,q01,Name_x_Inst,-0.11999999999999993
text40-MATH-SHORT-2507.15879v2,q01,Name_x_Inst,0.16
text41-BIO-LONG-2512.06709v1,q01,Name_x_Inst,0.0
text42-BIO-LONG-2503.07104v1,q01,Name_x_Inst,0.0
text43-BIO-LONG-2506.16577v1,q01,Name_x_Inst,0.0
text44-BIO-LONG-2505.20052v1,q01,Name_x_Inst,0.0
text45-BIO-LONG-2507.17897v4,q01,Name_x_Inst,-0.16000000000000006
text46-BIO-LONG-2505.05863v1,q01,Name_x_Inst,-0.040000000000000036
text47-BIO-LONG-2505.21094v1,q01,Name_x_Inst,-0.2
text48-BIO-LONG-2602.16750v1,q01,Name_x_Inst,0.0
text49-BIO-LONG-2511.10014v1,q01,Name_x_Inst,0.039999999999999945
text50-BIO-LONG-2603.01054v1,q01,Name_x_Inst,0.0
text51-CS-LONG-2602.11588v1,q01,Name_x_Inst,0.0
text52-CS-LONG-2602.15675v1,q01,Name_x_Inst,0.0
text53-CS-LONG-2603.02012v1,q01,Name_x_Inst,0.0
text54-CS-LONG-2602.23006v1,q01,Name_x_Inst,0.040000000000000036
text55-CS-LONG-2602.21625v1,q01,Name_x_Inst,0.0
text56-CS-LONG-2602.13713v1,q01,Name_x_Inst,0.0
text57-CS-LONG-2603.00079v1,q01,Name_x_Inst,0.040000000000000036
text58-CS-LONG-2603.01023v1,q01,Name_x_Inst,0.0
text59-CS-LONG-2602.19401v1,q01,Name_x_Inst,-0.040000000000000036
text60-CS-LONG-2602.18518v1,q01,Name_x_Inst,0.040000000000000036
text61-PHY-LONG-2602.03885v1,q01,Name_x_Inst,0.07999999999999999
text62-PHY-LONG-2511.21971v1,q01,Name_x_Inst,0.0
text63-PHY-LONG-2512.18015v1,q01,Name_x_Inst,0.0
text64-PHY-LONG-2602.23683v1,q01,Name_x_Inst,0.0
text65-PHY-LONG-2601.13267v1,q01,Name_x_Inst,0.0
text66-PHY-LONG-2512.24566v1,q01,Name_x_Inst,0.0
text67-PHY-LONG-2602.07636v2,q01,Name_x_Inst,0.07999999999999999
text68-PHY-LONG-2512.18130v1,q01,Name_x_Inst,0.0
text69-PHY-LONG-2602.17389v1,q01,Name_x_Inst,0.040000000000000036
text70-PHY-LONG-2602.08188v1,q01,Name_x_Inst,-0.040000000000000036
text71-MATH-LONG-2511.12781v1,q01,Name_x_Inst,0.0
text72-MATH-LONG-2602.06095v1,q01,Name_x_Inst,0.0
text73-MATH-LONG-2511.18101v1,q01,Name_x_Inst,0.12000000000000002
text74-MATH-LONG-2512.15978v1,q01,Name_x_Inst,0.0
text75-MATH-LONG-2511.22140v1,q01,Name_x_Inst,0.0
text76-MATH-LONG-2602.20441v1,q01,Name_x_Inst,0.0
text77-MATH-LONG-2601.20851v2,q01,Name_x_Inst,0.0
text78-MATH-LONG-2512.17595v1,q01,Name_x_Inst,-0.15999999999999998
text79-MATH-LONG-2512.10129v1,q01,Name_x_Inst,0.27999999999999997
text80-MATH-LONG-2512.10507v1,q01,Name_x_Inst,0.0
text01-BIO-SHORT-2505.02276v1,q02,BF_minus_WM,-0.040000000000000015
text02-BIO-SHORT-2507.04575v1,q02,BF_minus_WM,0.040000000000000036
text03-BIO-SHORT-2505.11568v3,q02,BF_minus_WM,0.0
text04-BIO-SHORT-2507.08385v1,q02,BF_minus_WM,-0.1
text05-BIO-SHORT-2504.10973v1,q02,BF_minus_WM,0.08000000000000003
text06-BIO-SHORT-2506.14789v1,q02,BF_minus_WM,0.0
text07-BIO-SHORT-2506.13576v3,q02,BF_minus_WM,-0.07999999999999999
text08-BIO-SHORT-2503.19923v2,q02,BF_minus_WM,0.0
text09-BIO-SHORT-2602.00019v1,q02,BF_minus_WM,0.06000000000000001
text10-BIO-SHORT-2506.13817v1,q02,BF_minus_WM,0.06000000000000001
text11-CS-SHORT-2506.09194v1,q02,BF_minus_WM,-0.09999999999999995
text12-CS-SHORT-2512.19717v1,q02,BF_minus_WM,0.0
text13-CS-SHORT-2510.04124v5,q02,BF_minus_WM,-0.11999999999999997
text14-CS-SHORT-2509.13349v2,q02,BF_minus_WM,0.15999999999999998
text15-CS-SHORT-2602.03870v1,q02,BF_minus_WM,0.020000000000000018
text16-CS-SHORT-2509.06033v1,q02,BF_minus_WM,0.0
text17-CS-SHORT-2509.16294v1,q02,BF_minus_WM,-0.07999999999999999
text18-CS-SHORT-2507.09492v1,q02,BF_minus_WM,-0.1
text19-CS-SHORT-2509.14600v1,q02,BF_minus_WM,-0.1
text20-CS-SHORT-2503.14899v1,q02,BF_minus_WM,0.0
text21-PHY-SHORT-2601.23079v1,q02,BF_minus_WM,-0.020000000000000018
text22-PHY-SHORT-2601.23047v1,q02,BF_minus_WM,-0.039999999999999994
text23-PHY-SHORT-2601.23057v1,q02,BF_minus_WM,0.07999999999999999
text24-PHY-SHORT-2509.16741v1,q02,BF_minus_WM,0.0
text25-PHY-SHORT-2507.08042v1,q02,BF_minus_WM,0.28
text26-PHY-SHORT-2512.23538v1,q02,BF_minus_WM,0.0
text27-PHY-SHORT-2510.18500v1,q02,BF_minus_WM,-0.07999999999999999
text28-PHY-SHORT-2508.20431v1,q02,BF_minus_WM,0.0
text29-PHY-SHORT-2509.06825v1,q02,BF_minus_WM,-0.040000000000000015
text30-PHY-SHORT-2509.17653v2,q02,BF_minus_WM,0.09999999999999995
text31-MATH-SHORT-2511.03536v1,q02,BF_minus_WM,0.07999999999999999
text32-MATH-SHORT-2603.02088v1,q02,BF_minus_WM,0.0
text33-MATH-SHORT-2512.22134v3,q02,BF_minus_WM,0.07999999999999999
text34-MATH-SHORT-2509.00532v1,q02,BF_minus_WM,-0.26
text35-MATH-SHORT-2512.06844v1,q02,BF_minus_WM,-0.020000000000000018
text36-MATH-SHORT-2503.09380v2,q02,BF_minus_WM,0.0
text37-MATH-SHORT-2510.26426v1,q02,BF_minus_WM,0.019999999999999973
text38-MATH-SHORT-2512.04101v1,q02,BF_minus_WM,0.0
text39-MATH-SHORT-2506.11609v2,q02,BF_minus_WM,-0.07999999999999999
text40-MATH-SHORT-2507.15879v2,q02,BF_minus_WM,0.0
text41-BIO-LONG-2512.06709v1,q02,BF_minus_WM,0.0
text42-BIO-LONG-2503.07104v1,q02,BF_minus_WM,0.0
text43-BIO-LONG-2506.16577v1,q02,BF_minus_WM,0.0
text44-BIO-LONG-2505.20052v1,q02,BF_minus_WM,0.07999999999999999
text45-BIO-LONG-2507.17897v4,q02,BF_minus_WM,-0.019999999999999973
text46-BIO-LONG-2505.05863v1,q02,BF_minus_WM,-0.08
text47-BIO-LONG-2505.21094v1,q02,BF_minus_WM,0.0
text48-BIO-LONG-2602.16750v1,q02,BF_minus_WM,0.0
text49-BIO-LONG-2511.10014v1,q02,BF_minus_WM,0.020000000000000018
text50-BIO-LONG-2603.01054v1,q02,BF_minus_WM,-0.16
text51-CS-LONG-2602.11588v1,q02,BF_minus_WM,0.0
text52-CS-LONG-2602.15675v1,q02,BF_minus_WM,0.0
text53-CS-LONG-2603.02012v1,q02,BF_minus_WM,0.0
text54-CS-LONG-2602.23006v1,q02,BF_minus_WM,0.0
text55-CS-LONG-2602.21625v1,q02,BF_minus_WM,0.0
text56-CS-LONG-2602.13713v1,q02,BF_minus_WM,0.0
text57-CS-LONG-2603.00079v1,q02,BF_minus_WM,-0.07999999999999999
text58-CS-LONG-2603.01023v1,q02,BF_minus_WM,0.0
text59-CS-LONG-2602.19401v1,q02,BF_minus_WM,0.0
text60-CS-LONG-2602.18518v1,q02,BF_minus_WM,-0.020000000000000018
text61-PHY-LONG-2602.03885v1,q02,BF_minus_WM,-0.07999999999999999
text62-PHY-LONG-2511.21971v1,q02,BF_minus_WM,0.08
text63-PHY-LONG-2512.18015v1,q02,BF_minus_WM,0.019999999999999997
text64-PHY-LONG-2602.23683v1,q02,BF_minus_WM,0.06000000000000001
text65-PHY-LONG-2601.13267v1,q02,BF_minus_WM,-0.019999999999999997
text66-PHY-LONG-2512.24566v1,q02,BF_minus_WM,0.020000000000000018
text67-PHY-LONG-2602.07636v2,q02,BF_minus_WM,0.020000000000000018
text68-PHY-LONG-2512.18130v1,q02,BF_minus_WM,0.019999999999999973
text69-PHY-LONG-2602.17389v1,q02,BF_minus_WM,-0.019999999999999997
text70-PHY-LONG-2602.08188v1,q02,BF_minus_WM,0.05999999999999996
text71-MATH-LONG-2511.12781v1,q02,BF_minus_WM,0.0
text72-MATH-LONG-2602.06095v1,q02,BF_minus_WM,-0.02000000000000004
text73-MATH-LONG-2511.18101v1,q02,BF_minus_WM,-0.020000000000000018
text74-MATH-LONG-2512.15978v1,q02,BF_minus_WM,-0.039999999999999994
text75-MATH-LONG-2511.22140v1,q02,BF_minus_WM,0.0
text76-MATH-LONG-2602.20441v1,q02,BF_minus_WM,0.0
text77-MATH-LONG-2601.20851v2,q02,BF_minus_WM,-0.07999999999999999
text78-MATH-LONG-2512.17595v1,q02,BF_minus_WM,0.0
text79-MATH-LONG-2512.10129v1,q02,BF_minus_WM,0.0
text80-MATH-LONG-2512.10507v1,q02,BF_minus_WM,0.019999999999999973
text01-BIO-SHORT-2505.02276v1,q02,HI_minus_LI,0.040000000000000015
text02-BIO-SHORT-2507.04575v1,q02,HI_minus_LI,0.15999999999999998
text03-BIO-SHORT-2505.11568v3,q02,HI_minus_LI,0.0
text04-BIO-SHORT-2507.08385v1,q02,HI_minus_LI,-0.1
text05-BIO-SHORT-2504.10973v1,q02,HI_minus_LI,0.16
text06-BIO-SHORT-2506.14789v1,q02,HI_minus_LI,0.0
text07-BIO-SHORT-2506.13576v3,q02,HI_minus_LI,-0.07999999999999999
text08-BIO-SHORT-2503.19923v2,q02,HI_minus_LI,0.0
text09-BIO-SHORT-2602.00019v1,q02,HI_minus_LI,-0.019999999999999973
text10-BIO-SHORT-2506.13817v1,q02,HI_minus_LI,-0.019999999999999973
text11-CS-SHORT-2506.09194v1,q02,HI_minus_LI,-0.06000000000000001
text12-CS-SHORT-2512.19717v1,q02,HI_minus_LI,0.0
text13-CS-SHORT-2510.04124v5,q02,HI_minus_LI,0.11999999999999997
text14-CS-SHORT-2509.13349v2,q02,HI_minus_LI,0.2
text15-CS-SHORT-2602.03870v1,q02,HI_minus_LI,-0.020000000000000018
text16-CS-SHORT-2509.06033v1,q02,HI_minus_LI,0.0
text17-CS-SHORT-2509.16294v1,q02,HI_minus_LI,-0.24
text18-CS-SHORT-2507.09492v1,q02,HI_minus_LI,0.1
text19-CS-SHORT-2509.14600v1,q02,HI_minus_LI,-0.1
text20-CS-SHORT-2503.14899v1,q02,HI_minus_LI,0.0
text21-PHY-SHORT-2601.23079v1,q02,HI_minus_LI,0.020000000000000018
text22-PHY-SHORT-2601.23047v1,q02,HI_minus_LI,0.039999999999999994
text23-PHY-SHORT-2601.23057v1,q02,HI_minus_LI,0.07999999999999999
text24-PHY-SHORT-2509.16741v1,q02,HI_minus_LI,0.0
text25-PHY-SHORT-2507.08042v1,q02,HI_minus_LI,-1.1102230246251566e-17
text26-PHY-SHORT-2512.23538v1,q02,HI_minus_LI,0.0
text27-PHY-SHORT-2510.18500v1,q02,HI_minus_LI,0.07999999999999999
text28-PHY-SHORT-2508.20431v1,q02,HI_minus_LI,0.0
text29-PHY-SHORT-2509.06825v1,q02,HI_minus_LI,-0.040000000000000015
text30-PHY-SHORT-2509.17653v2,q02,HI_minus_LI,-0.019999999999999973
text31-MATH-SHORT-2511.03536v1,q02,HI_minus_LI,-0.07999999999999999
text32-MATH-SHORT-2603.02088v1,q02,HI_minus_LI,-0.040000000000000036
text33-MATH-SHORT-2512.22134v3,q02,HI_minus_LI,-0.07999999999999999
text34-MATH-SHORT-2509.00532v1,q02,HI_minus_LI,-0.06000000000000001
text35-MATH-SHORT-2512.06844v1,q02,HI_minus_LI,0.020000000000000018
text36-MATH-SHORT-2503.09380v2,q02,HI_minus_LI,0.0
text37-MATH-SHORT-2510.26426v1,q02,HI_minus_LI,0.019999999999999973
text38-MATH-SHORT-2512.04101v1,q02,HI_minus_LI,0.0
text39-MATH-SHORT-2506.11609v2,q02,HI_minus_LI,0.07999999999999999
text40-MATH-SHORT-2507.15879v2,q02,HI_minus_LI,0.0
text41-BIO-LONG-2512.06709v1,q02,HI_minus_LI,0.0
text42-BIO-LONG-2503.07104v1,q02,HI_minus_LI,0.0
text43-BIO-LONG-2506.16577v1,q02,HI_minus_LI,0.0
text44-BIO-LONG-2505.20052v1,q02,HI_minus_LI,0.07999999999999999
text45-BIO-LONG-2507.17897v4,q02,HI_minus_LI,-0.06000000000000001
text46-BIO-LONG-2505.05863v1,q02,HI_minus_LI,-0.08
text47-BIO-LONG-2505.21094v1,q02,HI_minus_LI,0.0
text48-BIO-LONG-2602.16750v1,q02,HI_minus_LI,0.0
text49-BIO-LONG-2511.10014v1,q02,HI_minus_LI,-0.05999999999999996
text50-BIO-LONG-2603.01054v1,q02,HI_minus_LI,0.0
text51-CS-LONG-2602.11588v1,q02,HI_minus_LI,0.0
text52-CS-LONG-2602.15675v1,q02,HI_minus_LI,0.0
text53-CS-LONG-2603.02012v1,q02,HI_minus_LI,0.0
text54-CS-LONG-2602.23006v1,q02,HI_minus_LI,0.0
text55-CS-LONG-2602.21625v1,q02,HI_minus_LI,0.0
text56-CS-LONG-2602.13713v1,q02,HI_minus_LI,0.0
text57-CS-LONG-2603.00079v1,q02,HI_minus_LI,0.07999999999999999
text58-CS-LONG-2603.01023v1,q02,HI_minus_LI,0.0
text59-CS-LONG-2602.19401v1,q02,HI_minus_LI,0.0
text60-CS-LONG-2602.18518v1,q02,HI_minus_LI,0.020000000000000018
text61-PHY-LONG-2602.03885v1,q02,HI_minus_LI,0.12000000000000002
text62-PHY-LONG-2511.21971v1,q02,HI_minus_LI,2.2204460492503132e-17
text63-PHY-LONG-2512.18015v1,q02,HI_minus_LI,0.019999999999999997
text64-PHY-LONG-2602.23683v1,q02,HI_minus_LI,0.26
text65-PHY-LONG-2601.13267v1,q02,HI_minus_LI,0.059999999999999984
text66-PHY-LONG-2512.24566v1,q02,HI_minus_LI,0.18
text67-PHY-LONG-2602.07636v2,q02,HI_minus_LI,0.020000000000000018
text68-PHY-LONG-2512.18130v1,q02,HI_minus_LI,0.13999999999999999
text69-PHY-LONG-2602.17389v1,q02,HI_minus_LI,0.10000000000000002
text70-PHY-LONG-2602.08188v1,q02,HI_minus_LI,0.1
text71-MATH-LONG-2511.12781v1,q02,HI_minus_LI,0.2
text72-MATH-LONG-2602.06095v1,q02,HI_minus_LI,-0.10000000000000002
text73-MATH-LONG-2511.18101v1,q02,HI_minus_LI,-0.020000000000000018
text74-MATH-LONG-2512.15978v1,q02,HI_minus_LI,-0.11999999999999997
text75-MATH-LONG-2511.22140v1,q02,HI_minus_LI,0.0
text76-MATH-LONG-2602.20441v1,q02,HI_minus_LI,0.0
text77-MATH-LONG-2601.20851v2,q02,HI_minus_LI,0.07999999999999999
text78-MATH-LONG-2512.17595v1,q02,HI_minus_LI,0.0
text79-MATH-LONG-2512.10129v1,q02,HI_minus_LI,0.0
text80-MATH-LONG-2512.10507v1,q02,HI_minus_LI,0.13999999999999999
text01-BIO-SHORT-2505.02276v1,q02,Name_x_Inst,-0.16
text02-BIO-SHORT-2507.04575v1,q02,Name_x_Inst,0.0
text03-BIO-SHORT-2505.11568v3,q02,Name_x_Inst,0.0
text04-BIO-SHORT-2507.08385v1,q02,Name_x_Inst,-0.2
text05-BIO-SHORT-2504.10973v1,q02,Name_x_Inst,0.32
text06-BIO-SHORT-2506.14789v1,q02,Name_x_Inst,0.0
text07-BIO-SHORT-2506.13576v3,q02,Name_x_Inst,-0.15999999999999998
text08-BIO-SHORT-2503.19923v2,q02,Name_x_Inst,0.0
text09-BIO-SHORT-2602.00019v1,q02,Name_x_Inst,-0.27999999999999997
text10-BIO-SHORT-2506.13817v1,q02,Name_x_Inst,0.27999999999999997
text11-CS-SHORT-2506.09194v1,q02,Name_x_Inst,-0.039999999999999945
text12-CS-SHORT-2512.19717v1,q02,Name_x_Inst,0.0
text13-CS-SHORT-2510.04124v5,q02,Name_x_Inst,-0.32
text14-CS-SHORT-2509.13349v2,q02,Name_x_Inst,0.0
text15-CS-SHORT-2602.03870v1,q02,Name_x_Inst,0.040000000000000036
text16-CS-SHORT-2509.06033v1,q02,Name_x_Inst,0.0
text17-CS-SHORT-2509.16294v1,q02,Name_x_Inst,-0.07999999999999999
text18-CS-SHORT-2507.09492v1,q02,Name_x_Inst,0.2
text19-CS-SHORT-2509.14600v1,q02,Name_x_Inst,0.12000000000000002
text20-CS-SHORT-2503.14899v1,q02,Name_x_Inst,0.0
text21-PHY-SHORT-2601.23079v1,q02,Name_x_Inst,-0.040000000000000036
text22-PHY-SHORT-2601.23047v1,q02,Name_x_Inst,0.16000000000000006
text23-PHY-SHORT-2601.23057v1,q02,Name_x_Inst,0.15999999999999998
text24-PHY-SHORT-2509.16741v1,q02,Name_x_Inst,0.0
text25-PHY-SHORT-2507.08042v1,q02,Name_x_Inst,0.24000000000000005
text26-PHY-SHORT-2512.23538v1,q02,Name_x_Inst,0.0
text27-PHY-SHORT-2510.18500v1,q02,Name_x_Inst,0.15999999999999998
text28-PHY-SHORT-2508.20431v1,q02,Name_x_Inst,0.0
text29-PHY-SHORT-2509.06825v1,q02,Name_x_Inst,-0.24
text30-PHY-SHORT-2509.17653v2,q02,Name_x_Inst,-0.039999999999999945
text31-MATH-SHORT-2511.03536v1,q02,Name_x_Inst,-0.24000000000000005
text32-MATH-SHORT-2603.02088v1,q02,Name_x_Inst,0.0
text33-MATH-SHORT-2512.22134v3,q02,Name_x_Inst,0.15999999999999998
text34-MATH-SHORT-2509.00532v1,q02,Name_x_Inst,-0.2
text35-MATH-SHORT-2512.06844v1,q02,Name_x_Inst,0.2799999999999999
text36-MATH-SHORT-2503.09380v2,q02,Name_x_Inst,0.0
text37-MATH-SHORT-2510.26426v1,q02,Name_x_Inst,-0.27999999999999997
text38-MATH-SHORT-2512.04101v1,q02,Name_x_Inst,0.0
text39-MATH-SHORT-2506.11609v2,q02,Name_x_Inst,0.15999999999999998
text40-MATH-SHORT-2507.15879v2,q02,Name_x_Inst,0.0
text41-BIO-LONG-2512.06709v1,q02,Name_x_Inst,0.0
text42-BIO-LONG-2503.07104v1,q02,Name_x_Inst,0.0
text43-BIO-LONG-2506.16577v1,q02,Name_x_Inst,0.0
text44-BIO-LONG-2505.20052v1,q02,Name_x_Inst,-0.15999999999999998
text45-BIO-LONG-2507.17897v4,q02,Name_x_Inst,0.039999999999999945
text46-BIO-LONG-2505.05863v1,q02,Name_x_Inst,-0.16
text47-BIO-LONG-2505.21094v1,q02,Name_x_Inst,0.0
text48-BIO-LONG-2602.16750v1,q02,Name_x_Inst,0.0
text49-BIO-LONG-2511.10014v1,q02,Name_x_Inst,0.040000000000000036
text50-BIO-LONG-2603.01054v1,q02,Name_x_Inst,0.0
text51-CS-LONG-2602.11588v1,q02,Name_x_Inst,0.0
text52-CS-LONG-2602.15675v1,q02,Name_x_Inst,0.0
text53-CS-LONG-2603.02012v1,q02,Name_x_Inst,0.0
text54-CS-LONG-2602.23006v1,q02,Name_x_Inst,0.0
text55-CS-LONG-2602.21625v1,q02,Name_x_Inst,0.0
text56-CS-LONG-2602.13713v1,q02,Name_x_Inst,0.08000000000000007
text57-CS-LONG-2603.00079v1,q02,Name_x_Inst,-0.15999999999999998
text58-CS-LONG-2603.01023v1,q02,Name_x_Inst,0.0
text59-CS-LONG-2602.19401v1,q02,Name_x_Inst,0.0
text60-CS-LONG-2602.18518v1,q02,Name_x_Inst,-0.040000000000000036
text61-PHY-LONG-2602.03885v1,q02,Name_x_Inst,0.15999999999999998
text62-PHY-LONG-2511.21971v1,q02,Name_x_Inst,-0.07999999999999993
text63-PHY-LONG-2512.18015v1,q02,Name_x_Inst,-0.039999999999999994
text64-PHY-LONG-2602.23683v1,q02,Name_x_Inst,-0.12000000000000002
text65-PHY-LONG-2601.13267v1,q02,Name_x_Inst,-0.04000000000000008
text66-PHY-LONG-2512.24566v1,q02,Name_x_Inst,-0.040000000000000036
text67-PHY-LONG-2602.07636v2,q02,Name_x_Inst,0.040000000000000036
text68-PHY-LONG-2512.18130v1,q02,Name_x_Inst,0.5999999999999999
text69-PHY-LONG-2602.17389v1,q02,Name_x_Inst,0.11999999999999997
text70-PHY-LONG-2602.08188v1,q02,Name_x_Inst,0.11999999999999993
text71-MATH-LONG-2511.12781v1,q02,Name_x_Inst,0.0
text72-MATH-LONG-2602.06095v1,q02,Name_x_Inst,0.039999999999999994
text73-MATH-LONG-2511.18101v1,q02,Name_x_Inst,0.040000000000000036
text74-MATH-LONG-2512.15978v1,q02,Name_x_Inst,0.07999999999999999
text75-MATH-LONG-2511.22140v1,q02,Name_x_Inst,0.0
text76-MATH-LONG-2602.20441v1,q02,Name_x_Inst,0.0
text77-MATH-LONG-2601.20851v2,q02,Name_x_Inst,0.15999999999999998
text78-MATH-LONG-2512.17595v1,q02,Name_x_Inst,0.0
text79-MATH-LONG-2512.10129v1,q02,Name_x_Inst,0.0
text80-MATH-LONG-2512.10507v1,q02,Name_x_Inst,-0.039999999999999945
text01-BIO-SHORT-2505.02276v1,q03,BF_minus_WM,-0.039999999999999994
text02-BIO-SHORT-2507.04575v1,q03,BF_minus_WM,0.039999999999999994
text03-BIO-SHORT-2505.11568v3,q03,BF_minus_WM,-0.08
text04-BIO-SHORT-2507.08385v1,q03,BF_minus_WM,0.09999999999999995
text05-BIO-SHORT-2504.10973v1,q03,BF_minus_WM,-0.019999999999999997
text06-BIO-SHORT-2506.14789v1,q03,BF_minus_WM,0.0
text07-BIO-SHORT-2506.13576v3,q03,BF_minus_WM,-0.05999999999999996
text08-BIO-SHORT-2503.19923v2,q03,BF_minus_WM,-0.14
text09-BIO-SHORT-2602.00019v1,q03,BF_minus_WM,-0.22000000000000003
text10-BIO-SHORT-2506.13817v1,q03,BF_minus_WM,-0.07999999999999999
text11-CS-SHORT-2506.09194v1,q03,BF_minus_WM,0.08
text12-CS-SHORT-2512.19717v1,q03,BF_minus_WM,0.0
text13-CS-SHORT-2510.04124v5,q03,BF_minus_WM,-0.18
text14-CS-SHORT-2509.13349v2,q03,BF_minus_WM,-0.07999999999999999
text15-CS-SHORT-2602.03870v1,q03,BF_minus_WM,-0.039999999999999994
text16-CS-SHORT-2509.06033v1,q03,BF_minus_WM,-0.18
text17-CS-SHORT-2509.16294v1,q03,BF_minus_WM,-0.019999999999999997
text18-CS-SHORT-2507.09492v1,q03,BF_minus_WM,0.0
text19-CS-SHORT-2509.14600v1,q03,BF_minus_WM,0.019999999999999997
text20-CS-SHORT-2503.14899v1,q03,BF_minus_WM,0.0
text21-PHY-SHORT-2601.23079v1,q03,BF_minus_WM,0.11999999999999997
text22-PHY-SHORT-2601.23047v1,q03,BF_minus_WM,-0.3
text23-PHY-SHORT-2601.23057v1,q03,BF_minus_WM,0.54
text24-PHY-SHORT-2509.16741v1,q03,BF_minus_WM,-0.13999999999999999
text25-PHY-SHORT-2507.08042v1,q03,BF_minus_WM,-0.05999999999999996
text26-PHY-SHORT-2512.23538v1,q03,BF_minus_WM,0.0
text27-PHY-SHORT-2510.18500v1,q03,BF_minus_WM,0.06000000000000001
text28-PHY-SHORT-2508.20431v1,q03,BF_minus_WM,0.06000000000000001
text29-PHY-SHORT-2509.06825v1,q03,BF_minus_WM,0.21999999999999997
text30-PHY-SHORT-2509.17653v2,q03,BF_minus_WM,0.0
text31-MATH-SHORT-2511.03536v1,q03,BF_minus_WM,-0.06000000000000001
text32-MATH-SHORT-2603.02088v1,q03,BF_minus_WM,0.039999999999999994
text33-MATH-SHORT-2512.22134v3,q03,BF_minus_WM,-0.020000000000000018
text34-MATH-SHORT-2509.00532v1,q03,BF_minus_WM,-0.22000000000000003
text35-MATH-SHORT-2512.06844v1,q03,BF_minus_WM,0.0
text36-MATH-SHORT-2503.09380v2,q03,BF_minus_WM,0.12
text37-MATH-SHORT-2510.26426v1,q03,BF_minus_WM,-0.18
text38-MATH-SHORT-2512.04101v1,q03,BF_minus_WM,0.06
text39-MATH-SHORT-2506.11609v2,q03,BF_minus_WM,-0.12
text40-MATH-SHORT-2507.15879v2,q03,BF_minus_WM,0.26
text41-BIO-LONG-2512.06709v1,q03,BF_minus_WM,0.12
text42-BIO-LONG-2503.07104v1,q03,BF_minus_WM,0.0
text43-BIO-LONG-2506.16577v1,q03,BF_minus_WM,-0.22000000000000003
text44-BIO-LONG-2505.20052v1,q03,BF_minus_WM,-0.16
text45-BIO-LONG-2507.17897v4,q03,BF_minus_WM,-0.2
text46-BIO-LONG-2505.05863v1,q03,BF_minus_WM,-0.040000000000000015
text47-BIO-LONG-2505.21094v1,q03,BF_minus_WM,-0.08
text48-BIO-LONG-2602.16750v1,q03,BF_minus_WM,0.0
text49-BIO-LONG-2511.10014v1,q03,BF_minus_WM,0.08000000000000003
text50-BIO-LONG-2603.01054v1,q03,BF_minus_WM,-0.2
text51-CS-LONG-2602.11588v1,q03,BF_minus_WM,0.0
text52-CS-LONG-2602.15675v1,q03,BF_minus_WM,0.0
text53-CS-LONG-2603.02012v1,q03,BF_minus_WM,0.039999999999999994
text54-CS-LONG-2602.23006v1,q03,BF_minus_WM,0.0
text55-CS-LONG-2602.21625v1,q03,BF_minus_WM,-0.12
text56-CS-LONG-2602.13713v1,q03,BF_minus_WM,0.040000000000000036
text57-CS-LONG-2603.00079v1,q03,BF_minus_WM,-0.11999999999999997
text58-CS-LONG-2603.01023v1,q03,BF_minus_WM,0.0
text59-CS-LONG-2602.19401v1,q03,BF_minus_WM,0.0
text60-CS-LONG-2602.18518v1,q03,BF_minus_WM,0.0
text61-PHY-LONG-2602.03885v1,q03,BF_minus_WM,0.09999999999999998
text62-PHY-LONG-2511.21971v1,q03,BF_minus_WM,0.0
text63-PHY-LONG-2512.18015v1,q03,BF_minus_WM,-0.08000000000000003
text64-PHY-LONG-2602.23683v1,q03,BF_minus_WM,0.16
text65-PHY-LONG-2601.13267v1,q03,BF_minus_WM,0.06000000000000001
text66-PHY-LONG-2512.24566v1,q03,BF_minus_WM,-0.059999999999999984
text67-PHY-LONG-2602.07636v2,q03,BF_minus_WM,-0.040000000000000036
text68-PHY-LONG-2512.18130v1,q03,BF_minus_WM,-0.16
text69-PHY-LONG-2602.17389v1,q03,BF_minus_WM,0.16
text70-PHY-LONG-2602.08188v1,q03,BF_minus_WM,0.2
text71-MATH-LONG-2511.12781v1,q03,BF_minus_WM,0.0
text72-MATH-LONG-2602.06095v1,q03,BF_minus_WM,0.019999999999999973
text73-MATH-LONG-2511.18101v1,q03,BF_minus_WM,-0.18
text74-MATH-LONG-2512.15978v1,q03,BF_minus_WM,-0.07999999999999999
text75-MATH-LONG-2511.22140v1,q03,BF_minus_WM,-0.040000000000000015
text76-MATH-LONG-2602.20441v1,q03,BF_minus_WM,-0.039999999999999994
text77-MATH-LONG-2601.20851v2,q03,BF_minus_WM,-0.039999999999999994
text78-MATH-LONG-2512.17595v1,q03,BF_minus_WM,0.0
text79-MATH-LONG-2512.10129v1,q03,BF_minus_WM,0.22000000000000003
text80-MATH-LONG-2512.10507v1,q03,BF_minus_WM,-0.18
text01-BIO-SHORT-2505.02276v1,q03,HI_minus_LI,0.039999999999999994
text02-BIO-SHORT-2507.04575v1,q03,HI_minus_LI,-0.039999999999999994
text03-BIO-SHORT-2505.11568v3,q03,HI_minus_LI,-0.52
